theta,k,L,Qd,n,u,M,Qeq,Qstar,Qoa,region_eq,fstar_cournot
1175451.78,31937.5369,373686.773,489506.536,8,1.15010037,2.17239585,423115.784,475854.189,476005.257,2,-142515.038
1029215.85,102766.646,9621663.52,79135.0828,3,1.41934891,15.7078349,53093.6482,70643.5276,70791.531,1,-304888.358
2288.44021,62498.7213,2452566.42,177946.146,5,0.786676673,7.00137834,0,0,0,0,-60785.3561
1268787.42,75334.6701,8004131.38,40036.1674,10,0.914793872,3.29103476,34159.16,37555.7232,37575.076,2,-118452.116
29894.3338,36224.4164,363547.357,169391.468,8,1.08646528,9.81407423,0,0,0,0,-6447.81184
4742.21008,700602.857,1029372.29,108922.319,10,0.67323343,3.31530459,0,0,0,0,-696067.207
293294.715,75043.5617,6605736.14,163271.546,6,2.50968579,3.56810495,100177.611,114893.79,116873.88,2,-31335.3926
19455.9566,309559.708,2059985.85,171286.129,6,1.82538771,5.20360426,0,0,0,0,-291224.548
3993.69727,131419.478,8246419.06,13521.2959,9,1.48394538,3.31757523,0,0,0,0,-131073.243
2344.57504,56604.984,816756.931,234744.071,2,1.77736135,24.4234309,0,0,0,0,-54693.0982
422123.936,478559.132,304909.577,110010.278,8,0.368541224,2.29505744,0,0,0,0,-56468.6895
1053027.5,315836.78,618810.807,904030.309,3,0.399843435,5.40042502,474439.574,632349.156,632586.099,2,-245337.529
1586248.95,73586.2976,484225.328,55873.0508,6,7.10113057,2.73023503,45628.9753,53220.3662,53233.8045,2,-251494.429
63077.0012,108485.799,4227504.76,23884.8807,3,0.892547159,9.65044636,0,0,0,0,-46533.4621
10453.6375,879035.583,4295640.44,244214.089,4,0.495653998,6.5602423,0,0,0,0,-869216.566
849136.358,136612.562,1187670.77,45560.837,3,2.01757106,3.96267314,28637.9858,38173.0723,38183.9811,1,-236998.716
15586.6972,501342.512,6416503.9,642343.414,10,2.00485135,6.28920798,0,0,0,0,-489590.133
1613629.74,155736.544,934756.289,22747.0969,5,0.534990516,7.20712882,17124.458,20548.9669,20549.3496,1,-291516.25
18488.4824,300668.919,828199.443,904281.014,7,1.03438884,4.20157524,0,0,0,0,-282435.781
313670.275,40251.9122,3856319.71,26577.631,6,0.81568707,1.99483541,19780.2239,23061.3049,23076.9279,2,-45198.2513
359394.117,53015.103,861765.417,349421.859,6,0.409712238,5.37320466,255084.175,297414.763,297598.205,2,-50825.3756
170769.815,61866.5853,7440177.02,367082.9,6,1.01992072,2.57267489,191077.975,216665.105,222924.304,2,-14280.284
315.384792,844717.04,5271109.97,36323.7063,10,1.35743171,3.31530459,0,0,0,0,-846534.345
1897369.51,138515.772,311476.362,33331.6031,8,0.425785653,29.0604041,27464.3909,30897.2715,30897.4398,1,-219840.998
449041.477,86405.1508,6988200.53,619053.173,8,1.51391495,24.0204179,429648.252,471452.395,483354.283,2,-34977.1641
10597.674,168403.83,478231.658,19974.3693,5,0.726330146,1.64708725,0,0,0,0,-157909.69
118034.116,40293.9799,1524401.66,159602.985,10,1.02422253,1.1699988,94643.4172,103690.112,104107.759,2,-7386.47464
421.884195,715576.1,2903126.09,56689.542,4,0.746433774,5.99323379,0,0,0,0,-715800.115
179274.279,54091.6035,4995593.63,14939.3391,5,1.0994608,14.9827491,8572.64001,10270.4981,10287.168,1,-24468.8751
2051.38051,93885.1033,308493.999,24764.1138,7,0.361182877,82.8751031,0,0,0,0,-91866.9338
2444.23887,242647.399,768205.651,16321.6902,3,1.69994814,3.27873278,0,0,0,0,-240592.403
239484.094,488206.353,447772.26,24968.2475,7,0.749167806,4.86189517,0,0,0,0,-248822.246
23804.9098,35854.4623,416369.5,12349.0733,8,1.59853181,5.5014561,0,0,0,0,-12247.937
36655.0752,364875.082,2991303.65,181732.474,5,3.02205723,10.6844091,0,0,0,0,-330914.46
22979.4285,84612.7739,339245.336,30235.5266,8,0.949026027,21.0283154,0,0,0,0,-61729.3074
161630.627,288422.166,735955.404,198248.426,6,0.652676444,7.12213062,0,0,0,0,-126934.711
457301.736,507368.204,3488375.97,32606.6232,5,0.897619133,2.55619944,0,0,0,0,-50999.7709
114331.494,86604.2876,9900676.32,204458.912,2,1.28888029,10.6702543,27435.4507,39249.2949,41153.176,1,-10301.6635
2687767.57,39894.0995,902675.129,136791.869,7,0.288858175,3.94129927,117910.127,134751.081,134754.431,2,-378181.308
349.782291,40905.894,8589354.15,146383.198,8,1.12788944,2.09109561,0,0,0,0,-43443.695
17800.5914,465016.514,4985817.95,33465.7713,9,0.261987647,2.00313952,0,0,0,0,-447605.259
109725.365,385118.03,3975553.8,93809.7468,10,0.751116683,3.68344616,0,0,0,0,-276282.712
5509.97452,41489.9978,1275913.31,215007.963,4,0.720682098,6.40569153,0,0,0,0,-36254.1001
952430.914,395518.909,6526082.81,24898.5983,10,0.739829061,2.27545235,13198.2546,14512.5515,14518.0801,1,-55314.6108
861.774124,672003.412,804376.386,126164.09,9,1.77993535,6.74429671,0,0,0,0,-671568.386
1928900,151145.132,5381062.57,30429.5673,10,1.09193713,2.80261446,25466.3881,28006.7965,28013.0269,2,-177165.847
130621.971,93808.456,2645127.54,25952.9232,2,1.53794222,2.61210936,4709.03671,7038.66109,7063.55507,1,-17612.2881
586.470576,37724.1008,4338666.44,841341.72,3,1.05442897,6.99739524,0,0,0,0,-38501.2116
145262.376,549181.61,7261173.99,99877.1585,2,1.16786712,3.75682277,0,0,0,0,-406446.83
301.023745,98337.4533,554361.912,21886.4458,3,0.774474249,6.21060273,0,0,0,0,-98164.3995
15955.0001,241015.675,1837410.71,370703.646,5,1.30941909,13.3346068,0,0,0,0,-225777.796
784899.424,184105.728,1794628.08,77770.3654,5,0.938421346,4.67420888,49551.352,59441.3087,59461.6224,2,-119812.254
2825828.61,481714.329,9895589.69,25323.2134,7,0.4960718,6.54700878,18367.7312,20989.2713,20991.6928,1,-334355.608
17265.4652,888888.789,3560321.92,362249.029,6,0.550062495,4.82922578,0,0,0,0,-872207.049
324.52485,467906.484,8422765.09,36548.0386,5,0.8444637,4.77165883,0,0,0,0,-469701.995
1545.16425,46859.3272,851428.371,175502.57,8,0.40972314,16.3729976,0,0,0,0,-45418.142
9934.90422,359988.036,319707,148629.61,7,1.55307001,3.11133017,0,0,0,0,-350201.128
424.580131,328503.149,6073172.43,91998.8455,5,1.34928182,18.3980203,0,0,0,0,-330521.019
50926.7245,579850.045,2715393.27,101734.736,7,1.41507552,0.56906583,0,0,0,0,-530068.622
2528.93153,47543.0416,2390524.15,137009.237,8,4.10224387,17.0076701,0,0,0,0,-47937.0648
8116.45164,872744.063,1098557.63,737926.424,6,0.454644977,0.760389799,0,0,0,0,-864776.48
7223.99724,799937.547,701762.963,41520.3037,2,5.45777349,6.48029507,0,0,0,0,-793855.149
2012479.67,41275.8038,1497387.41,122383.798,7,0.201746981,24.4234309,104881.367,119860.256,119864.419,1,-281509.453
6321.8514,506003.609,9736792.92,89487.8606,2,0.722109704,9.33914222,0,0,0,0,-501777.446
2102.85959,123339.245,849702.499,140087.903,5,1.90338233,21.2308413,0,0,0,0,-121718.444
1210.03719,35667.3337,1784069.78,49467.2126,6,1.15402692,27.7747635,0,0,0,0,-35070.967
609737.825,48211.457,708920.745,718065.143,9,0.736801654,10.256626,594360.089,659685.276,660400.099,2,-61699.3727
783756.892,222418.952,6323789.03,384388.379,3,0.716248736,2.9770532,205190.845,272500.234,273587.794,2,-183694.564
42090.8835,43499.7513,919244.314,497330.551,8,2.49602452,4.78629941,0,0,0,0,-2092.7594
50433.17,186833.708,2846026.31,70911.1611,10,2.00203126,10.0754397,0,0,0,0,-138098.849
494057.868,42227.3675,2363148.39,847742.43,4,0.569561538,22.0115852,617204.291,768395.534,771505.364,2,-110582.77
473.332926,34728.8417,809390.01,12071.875,7,1.8027419,17.8144506,0,0,0,0,-34690.4182
2234182.41,214939.04,1238900.25,135273.437,9,2.61844151,10.279478,109943.377,122114.046,122159.308,2,-223422.05
1716.52309,131267.074,5103946.56,18270.9905,8,0.494141724,3.1926691,0,0,0,0,-130302.286
2607.46879,37427.2702,3849912.98,96255.1936,5,0.478260628,4.34262159,0,0,0,0,-35368.6126
13042.1837,114550.111,760891.447,386454.727,3,1.5441943,4.77485556,0,0,0,0,-101858.14
21491.5045,230247.437,636776.833,127917.391,8,0.654212305,8.5815375,0,0,0,0,-208880.102
13581.454,39951.2452,2638456.65,67601.3448,2,1.35035802,10.5688851,0,0,0,0,-27431.7469
1406482.05,701042.575,555476.297,22378.2277,8,1.21255694,11.7866087,9973.94668,11220.2817,11220.69,1,-88125.971
25060.1612,568879.738,7007335.53,324852.407,9,2.42277268,9.98609935,0,0,0,0,-548879.84
480220.842,709218.14,4559594.1,796428.702,2,1.23571179,8.02701643,0,0,0,0,-230676.685
2911.82815,166846.503,2274593.47,10041.9327,7,1.06039982,3.1542685,0,0,0,0,-164653.596
1351.95475,70519.8817,3389938.29,18501.8971,8,0.817707611,6.05883846,0,0,0,0,-69994.15
7708.08995,688740.122,2467012.99,956998.624,9,0.481789852,7.58875994,0,0,0,0,-681386.303
638162.975,34820.5981,1093540.63,533901.826,9,0.845368751,6.80028081,453477.058,503174.648,503863.398,2,-66091.4772
175045.884,92482.6988,332322.337,841174.184,5,0.923147483,5.13924819,329418.845,394269.232,395302.614,2,-16235.6365
128488.306,285687.647,2286276.73,228751.831,9,1.2839512,2.23935347,0,0,0,0,-158074.294
34773.8014,263032.487,1231777.79,670224.12,8,2.00780776,3.05994088,0,0,0,0,-228995.846
584.933324,199863.6,1256659.38,12264.8235,9,1.3709744,10.392517,0,0,0,0,-199792.183
26223.1545,35947.0077,2601070,76172.5307,8,1.16973053,10.5727931,0,0,0,0,-10630.7239
45607.1829,262822.188,3907552.7,107206.915,7,2.31085006,12.2493316,0,0,0,0,-219906.441
11449.2892,45206.7156,3432795.75,127041.301,2,1.42845227,0.622615414,0,0,0,0,-35219.0016
17446.8953,433329.662,4856346.01,13279.5846,8,0.748504971,1.99483541,0,0,0,0,-416966.224
242895.32,309041.722,845770.074,13975.7439,10,4.40314829,1.55112238,0,0,0,0,-67256.4024
7236.99147,48603.1991,362939.408,37360.4147,3,1.3090433,20.5562561,0,0,0,0,-41507.8182
997273.433,348450.204,425323.83,43591.7166,7,0.535649557,10.604029,24812.5389,28356.5118,28357.1873,1,-92661.6703
2506644.11,74654.9488,1045864.26,133360.751,10,0.406553611,5.42519043,117615.518,129371.57,129377.069,2,-243072.534
20422.4187,699499.904,608491.233,23453.7005,8,1.8566905,9.99976311,0,0,0,0,-679414.231
752021.844,178907.148,8193286.67,52346.6336,7,0.74214324,2.98497178,34770.7041,39700.9325,39737.9476,2,-81006.4351
557694.817,38856.477,2206225.75,13144.4571,9,1.52830065,4.24646291,10982.9417,12200.1062,12203.2686,1,-57387.9366
575.626532,674619.351,9612265.42,990449.816,8,0.278213685,5.9092968,0,0,0,0,-674840.822
594182.3,342682.781,1192233.8,10873.9895,5,0.517841719,29.3756545,3832.64601,4598.87457,4599.17521,1,-50243.386
29416.5573,65234.26,7745939.96,296519.413,5,0.723935061,1.45552306,0,0,0,0,-37489.1058
1487.93244,43910.0737,8732970.32,286053.669,9,0.540501828,5.65627102,0,0,0,0,-43829.0522
211142.09,71317.3734,3683883.8,18228.0329,8,2.86652549,10.556062,10471.8173,11745.288,11780.7944,1,-16621.2229
397045.007,270004.146,3878012.76,19904.5717,3,0.807593112,10.392517,4740.19858,6315.62061,6320.26477,1,-41912.238
26244.0798,988691.265,821552.33,981655.38,7,0.736427947,4.30176842,0,0,0,0,-962627.517
127459.802,99402.7725,5416539.97,482243.015,3,1.57501186,10.9984338,68559.7864,86268.2611,91413.0485,1,-6590.13095
1443.11744,298697.21,561464.805,17236.8125,4,0.383679558,9.13980556,0,0,0,0,-297318.302
1268.84537,894150.444,443708.817,14493.5952,5,0.988141269,27.5021403,0,0,0,0,-893012.284
111565.102,105589.531,2804059.37,119479.939,10,0.574409343,15.4418793,5334.35901,5818.39392,5867.79491,1,-498.655587
2776.52403,115743.396,1169041.84,270293.607,9,1.33456225,12.9274546,0,0,0,0,-113431.897
177299.908,277397.224,748584.313,231969.101,10,0.474580762,6.1260078,0,0,0,0,-100203.207
135228.673,140590.09,5942731.15,31808.3654,6,1.87362436,2.43466796,0,0,0,0,-8680.17918
317957.901,103352.808,560589.057,35844.4415,5,2.26462767,12.1072498,20120.4042,24135.8272,24144.485,1,-42753.1578
10962.4511,314648.642,4319996.34,569102.012,8,0.695869405,8.28505308,0,0,0,0,-304582.213
533.951587,76399.2189,7532005.26,31259.7323,4,1.35199896,2.71303642,0,0,0,0,-78900.5171
46379.4243,53413.4336,901938.253,10359.2855,2,1.48854653,1.44460473,0,0,0,0,-7434.18133
96469.6671,42106.2812,3197907.12,149355.24,10,0.552063771,1.7323749,75416.15,82517.5748,82957.765,2,-5069.47949
12185.7037,53425.4345,2161404.96,43402.3545,10,0.553638064,23.1758187,0,0,0,0,-41596.4032
2271.54428,798662.313,1695695.96,12242.129,4,2.08286469,3.67239276,0,0,0,0,-797443.498
543.642529,57627.1088,1525549.27,48623.9704,5,0.563509783,3.47950514,0,0,0,0,-57339.6994
241112.768,38182.1866,1486938.08,938174.902,4,0.405747608,19.6746299,628565.59,782488.971,785706.988,2,-49649.6815
3244.83287,655406.176,854035.074,27291.1775,5,2.4352936,6.42526401,0,0,0,0,-652781.261
2969533.24,114254.904,1843322.23,147654.844,8,1.4010654,11.2590346,126136.732,141869.826,141903.823,2,-356044.211
329.375802,103944.856,3142899.19,258490.683,10,0.384046852,2.74962384,0,0,0,0,-103975.248
1201167.65,755642.617,3002847.07,378625.77,8,0.585318924,1.95108955,124565.522,139991.451,140136.212,2,-55107.9954
2725669,36197.0282,374259.051,99365.0915,2,1.7231589,4.93046085,65356.3407,98030.0741,98034.511,2,-1344457.31
639267.017,36256.4796,5489842.17,26804.7983,2,1.03851088,4.06311122,16801.8913,25187.9417,25202.837,1,-300122.524
277171.039,419650.172,647224.948,18650.9947,5,3.09519144,5.27703399,0,0,0,0,-143076.237
1061.43632,33208.964,1285633.58,14047.7287,3,0.828874211,8.27319452,0,0,0,0,-32465.1517
908534.021,122156.007,5267865.39,11383.0981,7,0.144449656,3.507905,8618.39189,9849.2502,9849.59074,1,-112276.252
338577.764,34878.5377,1415539.98,407617.023,6,0.5592683,8.48180061,312633.541,364120.22,364739.131,2,-49976.4531
30291.4777,117794.146,407324.351,28731.8847,8,1.06162822,3.70245541,0,0,0,0,-87631.5583
420.152956,325510.258,1345476.37,119903.048,9,2.1915772,8.75901243,0,0,0,0,-325969.007
6189.78783,239735.821,7443368.4,114844.947,3,2.20002245,8.1251597,0,0,0,0,-238426.98
2367455.67,977235.509,6775483.37,187926.453,10,1.39628388,12.2071388,99988.4024,109830.342,109987.243,1,-136562.937
234450.602,72645.165,4220328.1,951487.773,2,3.09786451,8.5815375,391216.243,540363.618,586824.365,2,-60201.0995
34255.8943,913252.064,396106.114,167658.647,6,1.22240857,9.9593771,0,0,0,0,-879140.493
274670.367,984939.676,969190.841,29308.386,8,1.62650973,8.44921159,0,0,0,0,-710739.174
315.893519,292269.264,1297027.99,472045.196,5,2.43239906,12.0097954,0,0,0,0,-292893.725
401.739836,101249.144,2926384.99,21916.9899,3,1.45569408,19.7032955,0,0,0,0,-102117.128
1599079.46,552105.849,2119720.74,69053.8903,4,0.978559877,12.7800233,36142.6336,45169.6041,45178.292,1,-261337.316
259398.164,335172.809,2637585.77,10296.4162,6,1.43874849,46.9090853,0,0,0,0,-76905.7394
16704.3922,829737.443,3789975.52,29885.6564,5,0.386289409,10.0754397,0,0,0,0,-813469.423
581.418711,565715.456,4480010.45,99414.6409,9,0.760561104,17.5869749,0,0,0,0,-566149.633
919.502634,458193.118,2230542.65,494815.566,8,1.87534154,3.05994088,0,0,0,0,-458520.42
34970.1891,170839.608,3324354.25,212902.142,9,0.366445737,7.39203919,0,0,0,0,-136232.517
754.427427,31502.3572,973644.869,114695.388,10,0.866983305,5.8036223,0,0,0,0,-30999.5345
759.71899,743202.827,344773.455,218881.35,7,0.911004039,7.77354742,0,0,0,0,-742536.726
3718.87325,595376.953,9537943.62,35025.4534,5,1.61006384,5.40550034,0,0,0,0,-596235.337
308286.105,82111.2845,337817.19,25230.8778,10,1.35593496,37.6079227,16816.6501,18496.4137,18498.3151,1,-22578.2713
7175.35084,58740.2195,824345.991,854569.59,7,0.296602648,3.84627524,0,0,0,0,-51637.7459
1455.73041,304845.946,1831849.7,705784.585,8,2.13500178,20.2163046,0,0,0,0,-304555.939
36195.0842,62532.946,1155324.31,21477.4036,10,0.639491655,3.33556059,0,0,0,0,-26558.0765
6140.19033,207115.635,1088971.19,120765.681,7,1.63723267,209.59567,0,0,0,0,-201506.86
3256.28168,374104.797,463675.876,115640.49,6,0.587768632,6.29026038,0,0,0,0,-370929.747
6868.22738,101952.688,2282408.41,259252.048,4,1.10757223,3.00343173,0,0,0,0,-95837.9431
98978.5586,122149.732,917950.287,754953.971,8,1.7452164,11.7522537,0,0,0,0,-23648.6766
91337.4283,457966.076,6015610.77,192405.826,3,0.907289561,19.6888442,0,0,0,0,-368255.444
6109.72392,70516.4843,360097.668,77506.7322,10,0.397437222,4.39621502,0,0,0,0,-64449.418
1451.55815,704625.656,317023.923,37332.7164,5,3.54766566,7.22226137,0,0,0,0,-703509.328
7964.6748,771159.378,1937571.79,18782.6437,6,1.42625604,17.1309766,0,0,0,0,-764018.391
3243.42735,79778.9619,7675618.19,375600.473,4,0.683509777,20.0977128,0,0,0,0,-78099.2783
1719387.3,890634.721,977737.333,237107.511,3,1.78892492,4.30176842,85625.4247,114115,114167.233,2,-275571.85
2449.97697,137878.741,2654801.78,15927.9862,5,0.876646344,24.7466813,0,0,0,0,-136122.452
119690.435,685767.842,409123.663,114685.141,9,1.67149318,3.20395749,0,0,0,0,-566281.236
604419.433,47789.1983,2855636.17,47207.5982,10,0.585288498,27.6317264,39478.4754,43414.06,43426.3229,1,-55440.4595
5009.47612,54503.1891,3512154.35,379456.818,3,0.522200218,5.73819872,0,0,0,0,-50040.374
438.715588,384317.901,1437687.86,116782.561,10,1.84169192,1.710016,0,0,0,0,-384668.389
551327.929,149923.772,547862.113,501017.723,2,2.58004192,10.4988069,242387.777,362751.061,363581.666,2,-199117.349
451083.957,169366.501,8670939.64,247458.607,4,2.14440892,6.06068959,119096.869,146142.684,148871.086,2,-62716.8918
1426.50066,630773.205,2506642.9,12160.2164,4,1.20497564,1.08773951,0,0,0,0,-630246.985
1319158.71,43319.781,1108553.14,20651.881,7,1.38756136,7.77455936,17469.9728,19964.4004,19965.6832,1,-182103.561
960663.666,83371.3633,3900559.82,33850.8246,8,1.18444529,30.9404785,27427.4097,30844.0937,30855.8359,1,-109114.412
1262293.3,313369.116,830466.222,348689.059,10,0.836168881,4.52631314,238164.819,261890.589,261981.3,2,-94510.3759
485.774476,38326.3514,1553189.23,17449.219,9,0.58052606,14.7682917,0,0,0,0,-38109.3301
145467.862,87494.1964,526127.793,80696.5534,3,2.42156306,4.86189517,23932.8018,31858.2303,31910.4024,1,-19072.4215
64546.4153,902699.196,2618219.8,274178.034,9,2.69993644,15.2577911,0,0,0,0,-840259.793
871.446115,47963.9636,2844130.27,252042.243,2,1.27184787,20.1168767,0,0,0,0,-48170.6996
1208075.63,266897.244,6171282.37,603136.328,3,1.24647742,6.40483669,349229.415,462506.473,465639.22,2,-304539.626
159095.263,368470.279,741183.282,87075.1545,2,1.71022003,1.99454795,0,0,0,0,-209752.836
14084.9087,33420.8974,307327.41,66338.4126,8,0.369167266,4.17863272,0,0,0,0,-19369.8055
7930.66446,641084.981,5219928.85,12832.1393,8,1.22358508,3.47950514,0,0,0,0,-635058.05
164021.058,883283.99,9978796.6,69608.8704,5,0.900594909,5.89722341,0,0,0,0,-721941.577
85232.7629,241622.619,2021251.81,655056.057,5,0.974508346,51.4918022,0,0,0,0,-156976.958
989229.756,40941.8417,5215625.74,36043.5296,3,0.739277383,21.2063377,25876.1169,34490.4668,34501.4892,1,-315309.432
478573.25,104606.874,3866336.33,591150.622,3,3.28849103,7.89225892,333843.755,433344.184,445125.006,2,-110329.274
46456.8735,69891.8721,1318621.02,20735.2,3,3.17658019,26.6158263,0,0,0,0,-24683.4949
2630.51122,956770.602,920800.108,73698.5854,10,0.314279065,11.5444886,0,0,0,0,-954226.347
2566554.32,129156.159,1572581.95,208991.002,4,3.33969646,1.91390404,158559.558,198044.633,198199.447,2,-606579.894
924834.594,87657.6097,724812.466,594199.169,5,3.51709048,6.32709474,446557.255,534324.042,535868.706,2,-164390.222
7704.85334,300554.073,2688296.52,10103.0896,8,0.301500426,24.7230673,0,0,0,0,-293090.806
310899.717,58671,801863.938,329235.922,8,1.47087175,69.888668,236582.691,265558.027,266155.528,1,-30848.5184
11281.3396,69040.4623,695484.664,93711.5844,2,2.61000005,15.5061697,0,0,0,0,-58300.1704
1399.0115,979169.676,982368.121,483487.607,2,0.225915468,23.0074359,0,0,0,0,-977836.814
425440.184,40136.0774,1239387.92,794245.449,4,0.985435354,4.94057962,572643.715,712952.749,715804.644,2,-94317.9291
111839.799,221979.401,640941.12,209934.981,5,0.775730362,4.02715016,0,0,0,0,-110287.798
84417.5291,141012.034,4295164.18,145286.705,10,5.51034465,13.584973,0,0,0,0,-63649.0015
479.852968,244448.327,3549438.32,111107.82,9,2.95300998,7.95167772,0,0,0,0,-247092.625
2655.08846,775937.516,611657.035,322725.941,9,0.438826471,9.1372934,0,0,0,0,-773362.431
3346.20388,85472.5887,795138.993,15492.6419,10,1.36248356,7.89225892,0,0,0,0,-82449.295
303.014308,585200.073,5715612.91,15831.8031,6,3.54258478,4.50847653,0,0,0,0,-590932.243
46010.8957,291598.476,851065.828,21896.8113,8,0.748381114,0.977904684,0,0,0,0,-245777.423
497347.722,53038.5478,1661600.5,60924.2312,4,1.3875996,3.90727177,43453.0386,54284.4488,54316.2983,2,-110580.329
1038245.9,66720.3899,352817.362,27097.9857,3,1.79320766,10.5727931,19013.2127,25349.9164,25350.9503,1,-323726.158
59967.6145,85869.8376,639249.482,63757.9944,8,3.56669302,5.96118253,0,0,0,0,-26581.8079
323362.14,615337.434,1546383.76,272494.763,10,3.23522632,1.56438463,0,0,0,0,-293466.472
1715.69435,38738.884,2249222.75,126350.782,5,1.28793708,4.72007017,0,0,0,0,-37886.6345
57364.4968,226002.337,7395352.71,433764.589,10,0.680761488,18.5935582,0,0,0,0,-170138.428
29136.0757,586721.431,2804648.67,284519.552,6,1.83359864,3.48561971,0,0,0,0,-559118.172
4175.94457,372381.44,731901.197,75308.7431,5,1.01738038,30.4444651,0,0,0,0,-368427.439
8190.27762,393282.514,4424977.06,391900.596,9,0.772602337,4.68557582,0,0,0,0,-386111.237
162515.273,40903.2336,1350517.49,49728.4574,6,0.61214028,6.42526401,31817.7262,37099.6927,37120.6806,1,-20147.5487
369.715711,214429.534,368575.777,16910.3954,5,0.622742044,4.49456393,0,0,0,0,-214128.232
48682.7992,609531.987,6330408.87,43574.3183,10,0.317306084,7.42541459,0,0,0,0,-561447.899
2710.84966,770967.874,4122209.09,84616.4282,8,0.717449403,21.3074186,0,0,0,0,-769138.537
1109979.35,55862.8434,9615175.06,139072.441,9,3.53834167,21.0216952,116858.069,128817.664,129842.298,1,-106843.536
324408.43,870323.835,884106.154,54373.124,4,0.364374365,9.09894851,0,0,0,0,-546011.424
908906.433,87973.5448,1251466.65,427229.316,7,0.802729341,13.3453787,337243.387,385096.949,385421.014,2,-116444.786
1178178.15,101670.417,9258947.32,429695.336,6,0.448048396,11.2804875,335260.391,390087.591,391137.123,2,-175845.737
324097.702,41780.4662,1777934.89,159333.229,4,0.418389617,10.7517472,110876.901,138501.486,138596.126,2,-70283.0939
98187.2609,94634.3785,2746499.56,61198.1168,9,0.832348347,17.3485837,1606.79896,1754.5272,1785.33218,1,-264.004001
10129.5097,36939.8959,3205551.2,53836.8204,5,2.83804426,9.14374138,0,0,0,0,-29522.0095
1139.20521,145626.965,364108.448,717919.953,3,0.524468869,6.61515503,0,0,0,0,-144544.679
1001.09895,192662.593,1428710.06,25792.2501,6,1.28636163,3.48909126,0,0,0,0,-192209.285
1247937.84,54462.1912,2845121.14,17213.3979,5,0.459354612,6.85849944,13713.5727,16455.4367,16456.2872,1,-238543.225
266284.856,66453.2777,1770034.2,163818.776,2,4.15929106,7.25136622,80425.7149,119622.086,120638.572,2,-96320.7068
746.811184,69241.8425,2552139.73,71204.2711,5,2.23895314,3.21068855,0,0,0,0,-70198.1972
2929848.9,468915.407,457097.591,13603.4847,10,0.187518731,11.8023713,10387.4114,11426.1373,11426.1526,1,-246087.169
196488.384,863905.921,5286792.91,20213.1542,10,0.57778117,7.91817084,0,0,0,0,-668328.002
1442347.46,800029.617,1478482.4,211922.469,8,1.30530345,56.4374411,83772.5707,94192.5409,94244.1421,1,-79822.5344
798369.17,41525.2807,325513.292,11881.2079,5,0.704403624,5.47310547,9385.12609,11262.0211,11262.1513,1,-151344.607
510.743208,332412.781,8058378.79,360817.166,2,0.782559908,23.5712266,0,0,0,0,-333781.67
956.362372,408851.258,4121042.95,163986.877,9,1.75445742,18.3980203,0,0,0,0,-410049.946
29574.6962,76286.1049,7398586.87,466096.096,8,0.403450357,44.0214172,0,0,0,0,-47601.1144
5567.554,31382.4502,9797909.16,94444.1333,2,0.643240143,3.47950514,0,0,0,0,-27693.4085
8085.19625,761127.299,385934.712,50889.8205,4,1.54349725,12.3006554,0,0,0,0,-753219.655
2166016.97,175244.902,3364188.86,87933.3829,3,2.52911373,2.61027223,60500.7711,80612.9769,80667.6948,2,-660947.152
21594.8298,325381.963,1763593.9,22878.6394,4,1.64867996,9.23028292,0,0,0,0,-304653.781
1645.18773,429874.431,5425763.26,58868.9684,3,0.213796027,1.38338829,0,0,0,0,-428574.998
1332.40925,139025.864,6795534.62,761183.469,7,0.290603002,6.60148615,0,0,0,0,-138282.069
10346.8411,477019.912,1132897.81,263367.364,5,0.127906324,10.392517,0,0,0,0,-466716.262
226900.192,583895.691,2852248.99,14168.6944,7,2.1683946,13.3261972,0,0,0,0,-358838.957
191367.906,50184.0272,1624415.45,515024.261,9,1.83562626,2.56373187,335149.006,367197.459,372387.784,2,-13415.6484
700.123272,178297.567,7154194.82,61643.1795,6,0.315545814,12.010027,0,0,0,0,-178270.313
34491.8836,54370.1595,3629969.78,593320.681,4,2.36134674,7.36925237,0,0,0,0,-22433.1544
31928.7855,43089.6207,716972.25,118882.488,6,0.369482583,6.86268927,0,0,0,0,-11239.7946
656613.422,521197.71,3805298.95,251450.38,3,0.93841175,1.12787861,38496.0831,51181.5377,51328.1108,2,-44272.2431
809835.301,90226.4491,804558.28,92836.0347,4,1.86829399,8.40003881,65933.4878,82389.0239,82416.8597,1,-179486.589
549.522681,553448.612,435318.838,24496.6517,6,1.06532923,6.23839156,0,0,0,0,-553037.319
1939.74183,61721.8606,794251.077,180285.456,5,0.673004634,47.9357762,0,0,0,0,-59941.4435
328.753425,181010.653,2283375.18,261222.559,5,0.558822465,0.969464759,0,0,0,0,-181062.228
4355.04491,64236.0697,4035899.12,165053.911,9,1.29852367,5.89722341,0,0,0,0,-61443.0846
891133.073,567464.154,528843.114,19555.8099,9,1.69138552,2.9582647,6387.10536,7096.17638,7096.78373,1,-35902.8377
1055476.01,135299.39,9875014.55,282131.125,3,0.782163069,9.28685049,183355.566,243566.309,244474.088,2,-301413.818
196808.42,752305.099,411217.965,40067.4499,3,1.01677182,22.6206161,0,0,0,0,-555621.304
14991.3971,32168.272,4305242.07,113065.296,6,0.352712476,3.55904527,0,0,0,0,-17629.4866
238885.711,324454.658,1759923.82,540550.631,2,0.833176476,9.10371918,0,0,0,0,-86006.0048
