rho_star_150_465,rho_star_465_495,rho_star_495_570,rho_star_570_700,rho_star_700_1000,rho_star_1000_2000
0.0160806394,0.0441785422,0.102678036,0.327054498,2.68231008,0.588613704
0.0224978735,0.0616206343,0.304659562,0.421285884,2.48938354,2.24445304
0.0719426804,0.120872294,1.03377056,0.670877559,3.30043487,1.76320446
0.0202462646,0.108273142,0.588965433,0.593726085,3.5527908,1.11410639
0.0268555025,0.158832627,0.962114675,0.721345909,2.23609284,3.29157203
0.0478494368,0.568313826,3.28332935,0.962786249,18.2360166,11.5798041
0.0341287052,0.205681111,0.869374909,1.48181041,14.6892653,3.85094257
0.108142025,0.669490662,1.50361216,5.34520212,12.6307653,7.98865766
0.00838333238,0.1457638,0.151047451,0.350826924,2.12451466,2.5799485
0.26124946,1.96885625,3.0653395,4.82457908,13.5053327,15.2774102
0.013477874,0.0807152936,0.343611442,0.42709873,1.63738434,0.814516281
0.00915042794,0.0213923944,0.0652059658,0.0758709217,0.554902261,0.580096299
0.0464358934,0.0920396529,0.633624333,0.405548087,8.73972855,6.07359057
0.0170482174,0.111064296,0.412926542,0.248589296,1.16039628,1.26373751
0.134911422,0.177125196,0.788772784,1.27582931,19.375473,1.35917126
0.582653227,0.885247079,2.68882712,3.31296551,20.2503858,15.3398955
0.0154016962,0.0344730804,0.18935282,0.314465909,3.67154268,0.705888444
0.083316146,0.294988772,1.78367534,1.79190535,17.4678199,10.4563803
0.045214266,0.145611696,0.570661898,0.334424992,4.96616489,1.74422304
0.0395180063,0.264241181,1.905871,0.876180143,7.4721956,7.39835443
0.0497286358,0.24431273,0.507468919,1.13292162,4.845655,3.13661946
0.0174160795,0.0265901419,0.363213613,0.40821794,2.43625398,1.10177937
0.00666492282,0.0159128029,0.0933493918,0.124669992,0.523182911,0.765474611
0.030843157,0.081919278,0.258078542,0.239387492,2.05166438,0.529747124
0.0136771744,0.0674607669,0.339260854,0.428834243,0.728092422,1.18707788
0.00977058936,0.0535869881,0.232161985,0.376960613,0.965683864,0.745143612
0.0274327726,0.152759564,0.691857731,1.0925666,14.5165649,7.71308241
